player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Ferrán Torres,Spain,Spain,FW,26-116,2000,Barcelona,2,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,4.32,1.44,0.0,0.0,63.0,69.4,80.0,0,1,45.0,0,2.0,1.0,0.0,1.0,0.72,-4.19,0.0,3.0,0.0,1.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gavi,Spain,Spain,FW,21-324,2004,Barcelona,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.29,0.0,0.0,,70.0,38.9,70.0,0,0,,1,1.0,0.0,0.0,0.0,0.0,-3.27,0.0,2.0,0.0,0.0,2.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Joan García,Spain,Spain,GK,25-052,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Yamal,Spain,Spain,FW,18-347,2007,Barcelona,2,1,65.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.38,0.0,1.38,1.38,1.38,7.0,2.0,28.6,9.69,2.77,0.14,0.5,33.0,36.1,45.0,0,1,20.0,0,2.0,3.0,0.0,3.0,4.15,3.37,0.0,1.0,0.0,0.0,13.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Marc Cucurella,Spain,Spain,DF,27-338,1998,Chelsea,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,1.5,1.0,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,4.0,0.0,4.0,2.0,,0.0,3.0,0.0,1.0,6.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Marc Pubill,Spain,Spain,DF,23-005,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Llorente,Spain,Spain,DF,31-146,1995,Atlético Madrid,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,1.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Martín Zubimendi,Spain,Spain,MF,27-143,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikel Merino,Spain,Spain,MF,30-003,1996,Arsenal,2,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,3.6,1.8,0.0,0.0,25.0,27.8,,0,2,25.0,0,2.0,0.0,0.0,0.0,0.0,-2.77,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mikel Oyarzabal,Spain,Spain,FW,29-065,1997,Real Sociedad,2,2,135.0,1.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.33,0.67,2.0,1.33,2.0,10.0,4.0,40.0,6.67,2.67,0.2,0.5,68.0,75.0,68.0,1,0,,0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Williams,Spain,Spain,MF,23-348,2002,Athletic Club,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,18.3,,0,2,17.0,0,2.0,0.0,0.0,0.0,0.0,-2.45,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pau Cubarsí,Spain,Spain,DF,19-154,2007,Barcelona,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,4.0,0.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedri,Spain,Spain,MF,23-212,2002,Barcelona,2,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.7,0.57,0.0,0.0,80.0,88.3,80.0,1,0,,0,2.0,4.0,0.0,4.0,2.26,2.26,0.0,1.0,0.0,1.0,11.0,7.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedro Porro,Spain,Spain,DF,26-285,1999,Tottenham,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,50.0,90.0,1,0,,1,3.0,4.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,6.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Rodri,Spain,Spain,MF,30-003,1996,Manchester City,2,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.53,0.0,0.0,,88.0,97.8,88.0,1,0,,0,2.0,4.0,0.0,4.0,2.05,2.05,0.0,1.0,1.0,1.0,2.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Unai Simón,Spain,Spain,GK,29-014,1997,Athletic Club,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,0.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
Víctor Muñoz,Spain,Spain,MF,22-347,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yéremy Pino,Spain,Spain,"FW,MF",23-248,2002,Crystal Palace,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,25.0,,0,1,45.0,1,3.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Álex Baena,Spain,Spain,FW,24-340,2001,Atlético Madrid,1,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.95,0.0,0.0,,61.0,33.9,61.0,0,0,,1,3.0,4.0,0.0,4.0,5.9,5.9,0.0,1.0,0.0,0.0,7.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Álex Grimaldo,Spain,Spain,"DF,MF",30-278,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Bernhardsson,Sweden,Sweden,MF,27-290,1998,Holstein Kiel,2,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,72.0,79.4,72.0,0,0,,0,1.5,4.0,5.0,-1.0,-0.63,-3.06,0.0,0.0,3.0,0.0,3.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexander Isak,Sweden,Sweden,FW,26-277,1999,Liverpool,2,2,179.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.5,1.51,2.01,0.5,2.01,4.0,3.0,75.0,2.01,1.51,0.25,0.33,90.0,99.4,90.0,1,0,,0,1.5,5.0,6.0,-1.0,-0.5,-90.5,0.0,1.0,1.0,4.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Anthony Elanga,Sweden,Sweden,"FW,MF",24-059,2002,Newcastle,2,0,37.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.43,0.0,2.43,2.43,2.43,1.0,1.0,100.0,2.43,2.43,1.0,1.0,19.0,20.6,,0,2,19.0,0,1.5,2.0,1.0,1.0,2.43,3.06,0.0,0.0,1.0,0.0,5.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Benjamin Nygren,Sweden,Sweden,MF,24-352,2001,Celtic,2,2,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76,0.0,0.0,,59.0,65.6,59.0,0,0,,0,1.5,3.0,5.0,-2.0,-1.53,-4.43,0.0,3.0,0.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Besfort Zeneli,Sweden,Sweden,MF,23-216,2002,Union SG,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.57,2.57,0.0,0.0,35.0,19.4,,0,1,35.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Carl Starfelt,Sweden,Sweden,DF,31-024,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Svensson,Sweden,Sweden,"DF,MF",24-133,2002,Dortmund,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.6,,0,1,1.0,1,3.0,1.0,0.0,1.0,90.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elliot Stroud,Sweden,Sweden,MF,24-003,2002,Mjällby,2,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,14.0,15.0,,0,2,14.0,0,1.5,2.0,0.0,2.0,6.67,7.84,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Eric Smith,Sweden,Sweden,"DF,MF",29-168,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Gudmundsson,Sweden,Sweden,MF,27-057,1999,Leeds United,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,77.0,85.0,77.0,0,0,,0,1.5,4.0,6.0,-2.0,-1.18,-7.84,0.0,3.0,4.0,0.0,3.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Gustaf Lagerbielke,Sweden,Sweden,DF,26-076,2000,Braga,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Gustaf Nilsson,Sweden,Sweden,FW,29-033,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herman Johansson,Sweden,Sweden,MF,28-252,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hjalmar Ekdal,Sweden,Sweden,DF,27-247,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isak Hien,Sweden,Sweden,DF,27-163,1999,Atalanta,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Jacob Widell Zetterström,Sweden,Sweden,GK,27-349,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesper Karlström,Sweden,Sweden,MF,31-004,1995,Udinese,2,2,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,0.0,,69.0,76.7,69.0,0,0,,0,1.5,4.0,5.0,-1.0,-0.65,-2.8,0.0,3.0,0.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Ken Sema,Sweden,Sweden,"FW,MF",32-268,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristoffer Nordfeldt,Sweden,Sweden,GK,37-002,1989,AIK Stockholm,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,6.0,3.0,9.0,3.0,33.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lucas Bergvall,Sweden,Sweden,MF,20-143,2006,Tottenham,2,0,62.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.45,1.45,0.0,1.45,1.0,0.0,0.0,1.45,0.0,0.0,,31.0,34.4,,0,2,31.0,0,1.5,3.0,1.0,2.0,2.9,4.43,0.0,2.0,1.0,0.0,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mattias Svanberg,Sweden,Sweden,MF,27-171,1999,Wolfsburg,1,0,7.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.86,0.0,12.86,12.86,12.86,1.0,1.0,100.0,12.86,12.86,1.0,1.0,7.0,3.9,,0,1,7.0,1,3.0,1.0,0.0,1.0,12.86,13.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Taha Ali,Sweden,Sweden,"FW,MF",27-359,1998,Malmö,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,6.7,,0,1,12.0,1,0.0,0.0,1.0,-1.0,-7.5,-8.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Victor Lindelöf,Sweden,Sweden,DF,31-343,1994,Aston Villa,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Gyökeres,Sweden,Sweden,FW,28-021,1998,Arsenal,2,2,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,10.0,5.0,50.0,5.0,2.5,0.1,0.2,90.0,100.0,90.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Johansson,Sweden,Sweden,GK,27-284,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasin Ayari,Sweden,Sweden,MF,22-262,2003,Brighton,2,2,168.0,1.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.07,0.0,1.07,1.07,1.07,7.0,3.0,42.9,3.75,1.61,0.29,0.67,84.0,93.3,84.0,1,0,,0,1.5,6.0,5.0,1.0,0.54,8.04,0.0,2.0,3.0,0.0,9.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ardon Jashari,Switzerland,Switzerland,MF,23-330,2002,Milan,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,,2.0,0.7,,0,1,2.0,2,1.0,0.0,1.0,-1.0,-45.0,-46.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Aurèle Amenda,Switzerland,Switzerland,DF,22-329,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breel Embolo,Switzerland,Switzerland,FW,29-131,1997,Rennes,3,3,262.0,2.9,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.34,0.69,1.03,0.0,0.69,7.0,3.0,42.9,2.4,1.03,0.0,0.0,87.0,97.0,87.0,1,0,,0,2.33,5.0,2.0,3.0,1.03,-10.22,0.0,6.0,8.0,2.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cedric Itten,Switzerland,Switzerland,"FW,MF",29-180,1996,Düsseldorf,2,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,4.0,3.0,,0,2,4.0,1,3.0,2.0,1.0,1.0,11.25,10.22,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Christian Fassnacht,Switzerland,Switzerland,"FW,MF",32-226,1993,Young Boys,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,2.2,,0,1,6.0,2,3.0,0.0,0.0,0.0,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Dan Ndoye,Switzerland,Switzerland,"MF,FW",25-243,2000,Nottingham,3,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,40.0,6.16,2.47,0.0,0.0,49.0,54.1,68.0,0,1,11.0,0,2.33,1.0,0.0,1.0,0.62,-1.56,0.0,1.0,8.0,1.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Denis Zakaria,Switzerland,Switzerland,DF,29-217,1996,Monaco,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,33.3,90.0,1,0,,2,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Djibril Sow,Switzerland,Switzerland,MF,29-139,1997,Sevilla,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,47.0,34.4,73.0,0,1,20.0,1,3.0,6.0,1.0,5.0,4.84,5.35,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Eray Cömert,Switzerland,Switzerland,DF,28-141,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Rieder,Switzerland,Switzerland,MF,24-129,2002,Augsburg,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,,48.0,35.2,70.0,0,1,25.0,1,2.0,0.0,1.0,-1.0,-0.95,-3.52,0.0,0.0,2.0,0.0,4.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Granit Xhaka,Switzerland,Switzerland,MF,33-271,1992,Sunderland,3,3,270.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.33,0.0,0.33,0.0,0.0,5.0,1.0,20.0,1.67,0.33,0.0,0.0,90.0,100.0,90.0,3,0,,0,2.33,7.0,3.0,4.0,1.33,,0.0,1.0,4.0,0.0,1.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Gregor Kobel,Switzerland,Switzerland,GK,28-201,1997,Dortmund,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,3,0,,0,2.33,7.0,3.0,4.0,1.33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,3.0,3.0,270.0,3.0,1.0,14.0,11.0,78.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Johan Manzambi,Switzerland,Switzerland,FW,20-254,2005,Freiburg,3,1,129.0,1.4,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.09,0.7,2.79,2.09,2.79,6.0,3.0,50.0,4.19,2.09,0.5,1.0,43.0,47.8,84.0,0,2,23.0,0,2.33,6.0,3.0,3.0,2.09,1.45,0.0,2.0,1.0,1.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Luca Jaquez,Switzerland,Switzerland,DF,23-023,2003,Stuttgart,2,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,39.0,28.9,73.0,0,1,5.0,1,3.0,4.0,1.0,3.0,3.46,2.99,0.0,3.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Manuel Akanji,Switzerland,Switzerland,DF,30-341,1995,Inter,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.33,0.33,0.0,0.0,90.0,100.0,90.0,3,0,,0,2.33,7.0,3.0,4.0,1.33,,0.0,0.0,2.0,0.0,0.0,2.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Marvin Keller,Switzerland,Switzerland,GK,23-357,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Aebischer,Switzerland,Switzerland,"MF,FW",29-170,1997,Pisa,3,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.18,0.59,0.0,0.0,51.0,56.3,68.0,0,1,17.0,0,2.33,1.0,1.0,0.0,0.0,-3.05,0.0,3.0,2.0,0.0,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Miro Muheim,Switzerland,Switzerland,"DF,MF",28-093,1998,Hamburger SV,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,0.7,,0,1,2.0,0,1.0,0.0,1.0,-1.0,-45.0,-46.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Elvedi,Switzerland,Switzerland,DF,29-268,1996,Gladbach,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,90.0,100.0,90.0,3,0,,0,2.33,7.0,3.0,4.0,1.33,,0.0,3.0,2.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Noah Okafor,Switzerland,Switzerland,"FW,MF",26-032,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remo Freuler,Switzerland,Switzerland,MF,34-071,1992,Bologna,3,3,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,89.0,99.3,89.0,2,0,,0,2.33,7.0,2.0,5.0,1.68,46.68,0.0,4.0,2.0,1.0,2.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ricardo Rodríguez,Switzerland,Switzerland,DF,33-304,1992,Real Betis,3,3,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,99.3,89.0,2,0,,0,2.33,7.0,2.0,5.0,1.68,46.68,0.0,6.0,1.0,0.0,12.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ruben Vargas,Switzerland,Switzerland,MF,27-324,1998,Sevilla,3,2,177.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.02,0.51,1.53,1.02,1.53,6.0,4.0,66.7,3.05,2.03,0.33,0.5,59.0,65.6,79.0,0,1,20.0,0,2.33,7.0,2.0,5.0,2.54,3.51,0.0,4.0,4.0,0.0,17.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Silvan Widmer,Switzerland,Switzerland,DF,33-112,1993,Mainz 05,2,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,51.0,37.8,85.0,0,1,17.0,1,3.0,2.0,1.0,1.0,0.88,-0.72,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
